key;day_full;day;month_nr;Semester;year
1520;28/02/2014;28;2;1;2014
1521;01/03/2014;1;3;1;2014
1522;02/03/2014;2;3;1;2014
1523;03/03/2014;3;3;1;2014
1524;04/03/2014;4;3;1;2014
1525;05/03/2014;5;3;1;2014
1526;06/03/2014;6;3;1;2014
1527;07/03/2014;7;3;1;2014
1528;08/03/2014;8;3;1;2014
1529;09/03/2014;9;3;1;2014
1530;10/03/2014;10;3;1;2014
1531;11/03/2014;11;3;1;2014
1532;12/03/2014;12;3;1;2014
1533;13/03/2014;13;3;1;2014
1534;14/03/2014;14;3;1;2014
1535;15/03/2014;15;3;1;2014
1536;16/03/2014;16;3;1;2014
1537;17/03/2014;17;3;1;2014
1538;18/03/2014;18;3;1;2014
1539;19/03/2014;19;3;1;2014
1540;20/03/2014;20;3;1;2014
1541;21/03/2014;21;3;1;2014
1542;22/03/2014;22;3;1;2014
1543;23/03/2014;23;3;1;2014
1544;24/03/2014;24;3;1;2014
1545;25/03/2014;25;3;1;2014
1546;26/03/2014;26;3;1;2014
1547;27/03/2014;27;3;1;2014
1548;28/03/2014;28;3;1;2014
1549;29/03/2014;29;3;1;2014
1550;30/03/2014;30;3;1;2014
1551;31/03/2014;31;3;1;2014
1552;01/04/2014;1;4;1;2014
1553;02/04/2014;2;4;1;2014
1554;03/04/2014;3;4;1;2014
1555;04/04/2014;4;4;1;2014
1556;05/04/2014;5;4;1;2014
1557;06/04/2014;6;4;1;2014
1558;07/04/2014;7;4;1;2014
1559;08/04/2014;8;4;1;2014
1560;09/04/2014;9;4;1;2014
1561;10/04/2014;10;4;1;2014
1562;11/04/2014;11;4;1;2014
1563;12/04/2014;12;4;1;2014
1564;13/04/2014;13;4;1;2014
1565;14/04/2014;14;4;1;2014
1566;15/04/2014;15;4;1;2014
1567;16/04/2014;16;4;1;2014
1568;17/04/2014;17;4;1;2014
1569;18/04/2014;18;4;1;2014
1570;19/04/2014;19;4;1;2014
1571;20/04/2014;20;4;1;2014
1572;21/04/2014;21;4;1;2014
1573;22/04/2014;22;4;1;2014
1574;23/04/2014;23;4;1;2014
1575;24/04/2014;24;4;1;2014
1576;25/04/2014;25;4;1;2014
1577;26/04/2014;26;4;1;2014
1578;27/04/2014;27;4;1;2014
1579;28/04/2014;28;4;1;2014
1580;29/04/2014;29;4;1;2014
1581;30/04/2014;30;4;1;2014
1582;01/05/2014;1;5;1;2014
1583;02/05/2014;2;5;1;2014
1584;03/05/2014;3;5;1;2014
1585;04/05/2014;4;5;1;2014
1586;05/05/2014;5;5;1;2014
1587;06/05/2014;6;5;1;2014
1588;07/05/2014;7;5;1;2014
1589;08/05/2014;8;5;1;2014
1590;09/05/2014;9;5;1;2014
1591;10/05/2014;10;5;1;2014
1592;11/05/2014;11;5;1;2014
1593;12/05/2014;12;5;1;2014
1594;13/05/2014;13;5;1;2014
1595;14/05/2014;14;5;1;2014
1596;15/05/2014;15;5;1;2014
1597;16/05/2014;16;5;1;2014
1598;17/05/2014;17;5;1;2014
1599;18/05/2014;18;5;1;2014
1600;19/05/2014;19;5;1;2014
1601;20/05/2014;20;5;1;2014
1602;21/05/2014;21;5;1;2014
1603;22/05/2014;22;5;1;2014
1604;23/05/2014;23;5;1;2014
1605;24/05/2014;24;5;1;2014
1606;25/05/2014;25;5;1;2014
1607;26/05/2014;26;5;1;2014
1608;27/05/2014;27;5;1;2014
1609;28/05/2014;28;5;1;2014
1610;29/05/2014;29;5;1;2014
1611;30/05/2014;30;5;1;2014
1612;31/05/2014;31;5;1;2014
1613;01/06/2014;1;6;1;2014
1614;02/06/2014;2;6;1;2014
1615;03/06/2014;3;6;1;2014
1616;04/06/2014;4;6;1;2014
1617;05/06/2014;5;6;1;2014
1618;06/06/2014;6;6;1;2014
1619;07/06/2014;7;6;1;2014
1620;08/06/2014;8;6;1;2014
1621;09/06/2014;9;6;1;2014
1622;10/06/2014;10;6;1;2014
1623;11/06/2014;11;6;1;2014
1624;12/06/2014;12;6;1;2014
1625;13/06/2014;13;6;1;2014
1626;14/06/2014;14;6;1;2014
1627;15/06/2014;15;6;1;2014
1628;16/06/2014;16;6;1;2014
1629;17/06/2014;17;6;1;2014
1630;18/06/2014;18;6;1;2014
1631;19/06/2014;19;6;1;2014
1632;20/06/2014;20;6;1;2014
1633;21/06/2014;21;6;1;2014
1634;22/06/2014;22;6;1;2014
1635;23/06/2014;23;6;1;2014
1636;24/06/2014;24;6;1;2014
1637;25/06/2014;25;6;1;2014
1638;26/06/2014;26;6;1;2014
1639;27/06/2014;27;6;1;2014
1640;28/06/2014;28;6;1;2014
1641;29/06/2014;29;6;1;2014
1642;30/06/2014;30;6;1;2014
1643;01/07/2014;1;7;2;2014
1644;02/07/2014;2;7;2;2014
1645;03/07/2014;3;7;2;2014
1646;04/07/2014;4;7;2;2014
1647;05/07/2014;5;7;2;2014
1648;06/07/2014;6;7;2;2014
1649;07/07/2014;7;7;2;2014
1650;08/07/2014;8;7;2;2014
1651;09/07/2014;9;7;2;2014
1652;10/07/2014;10;7;2;2014
1653;11/07/2014;11;7;2;2014
1654;12/07/2014;12;7;2;2014
1655;13/07/2014;13;7;2;2014
1656;14/07/2014;14;7;2;2014
1657;15/07/2014;15;7;2;2014
1658;16/07/2014;16;7;2;2014
1659;17/07/2014;17;7;2;2014
1660;18/07/2014;18;7;2;2014
1661;19/07/2014;19;7;2;2014
1662;20/07/2014;20;7;2;2014
1663;21/07/2014;21;7;2;2014
1664;22/07/2014;22;7;2;2014
1665;23/07/2014;23;7;2;2014
1666;24/07/2014;24;7;2;2014
1667;25/07/2014;25;7;2;2014
1668;26/07/2014;26;7;2;2014
1669;27/07/2014;27;7;2;2014
1670;28/07/2014;28;7;2;2014
1671;29/07/2014;29;7;2;2014
1672;30/07/2014;30;7;2;2014
1673;31/07/2014;31;7;2;2014
1674;01/08/2014;1;8;2;2014
1675;02/08/2014;2;8;2;2014
1676;03/08/2014;3;8;2;2014
1677;04/08/2014;4;8;2;2014
1678;05/08/2014;5;8;2;2014
1679;06/08/2014;6;8;2;2014
1680;07/08/2014;7;8;2;2014
1681;08/08/2014;8;8;2;2014
1682;09/08/2014;9;8;2;2014
1683;10/08/2014;10;8;2;2014
1684;11/08/2014;11;8;2;2014
1685;12/08/2014;12;8;2;2014
1686;13/08/2014;13;8;2;2014
1687;14/08/2014;14;8;2;2014
1688;15/08/2014;15;8;2;2014
1689;16/08/2014;16;8;2;2014
1690;17/08/2014;17;8;2;2014
1691;18/08/2014;18;8;2;2014
1692;19/08/2014;19;8;2;2014
1693;20/08/2014;20;8;2;2014
1694;21/08/2014;21;8;2;2014
1695;22/08/2014;22;8;2;2014
1696;23/08/2014;23;8;2;2014
1697;24/08/2014;24;8;2;2014
1698;25/08/2014;25;8;2;2014
1699;26/08/2014;26;8;2;2014
1700;27/08/2014;27;8;2;2014
1701;28/08/2014;28;8;2;2014
1702;29/08/2014;29;8;2;2014
1703;30/08/2014;30;8;2;2014
1704;31/08/2014;31;8;2;2014
1705;01/09/2014;1;9;2;2014
1706;02/09/2014;2;9;2;2014
1707;03/09/2014;3;9;2;2014
1708;04/09/2014;4;9;2;2014
1709;05/09/2014;5;9;2;2014
1710;06/09/2014;6;9;2;2014
1711;07/09/2014;7;9;2;2014
1712;08/09/2014;8;9;2;2014
1713;09/09/2014;9;9;2;2014
1714;10/09/2014;10;9;2;2014
1715;11/09/2014;11;9;2;2014
1716;12/09/2014;12;9;2;2014
1717;13/09/2014;13;9;2;2014
1718;14/09/2014;14;9;2;2014
1719;15/09/2014;15;9;2;2014
1720;16/09/2014;16;9;2;2014
1721;17/09/2014;17;9;2;2014
1722;18/09/2014;18;9;2;2014
1723;19/09/2014;19;9;2;2014
1724;20/09/2014;20;9;2;2014
1725;21/09/2014;21;9;2;2014
1726;22/09/2014;22;9;2;2014
1727;23/09/2014;23;9;2;2014
1728;24/09/2014;24;9;2;2014
1729;25/09/2014;25;9;2;2014
1730;26/09/2014;26;9;2;2014
1731;27/09/2014;27;9;2;2014
1732;28/09/2014;28;9;2;2014
1733;29/09/2014;29;9;2;2014
1734;30/09/2014;30;9;2;2014
1735;01/10/2014;1;10;2;2014
1736;02/10/2014;2;10;2;2014
1737;03/10/2014;3;10;2;2014
1738;04/10/2014;4;10;2;2014
1739;05/10/2014;5;10;2;2014
1740;06/10/2014;6;10;2;2014
1741;07/10/2014;7;10;2;2014
1742;08/10/2014;8;10;2;2014
1743;09/10/2014;9;10;2;2014
1744;10/10/2014;10;10;2;2014
1745;11/10/2014;11;10;2;2014
1746;12/10/2014;12;10;2;2014
1747;13/10/2014;13;10;2;2014
1748;14/10/2014;14;10;2;2014
1749;15/10/2014;15;10;2;2014
1750;16/10/2014;16;10;2;2014
1751;17/10/2014;17;10;2;2014
1752;18/10/2014;18;10;2;2014
1753;19/10/2014;19;10;2;2014
1754;20/10/2014;20;10;2;2014
1755;21/10/2014;21;10;2;2014
1756;22/10/2014;22;10;2;2014
1757;23/10/2014;23;10;2;2014
1758;24/10/2014;24;10;2;2014
1759;25/10/2014;25;10;2;2014
1760;26/10/2014;26;10;2;2014
1761;27/10/2014;27;10;2;2014
1762;28/10/2014;28;10;2;2014
1763;29/10/2014;29;10;2;2014
1764;30/10/2014;30;10;2;2014
1765;31/10/2014;31;10;2;2014
1766;01/11/2014;1;11;2;2014
1767;02/11/2014;2;11;2;2014
1768;03/11/2014;3;11;2;2014
1769;04/11/2014;4;11;2;2014
1770;05/11/2014;5;11;2;2014
1771;06/11/2014;6;11;2;2014
1772;07/11/2014;7;11;2;2014
1773;08/11/2014;8;11;2;2014
1774;09/11/2014;9;11;2;2014
1775;10/11/2014;10;11;2;2014
1776;11/11/2014;11;11;2;2014
1777;12/11/2014;12;11;2;2014
1778;13/11/2014;13;11;2;2014
1779;14/11/2014;14;11;2;2014
1780;15/11/2014;15;11;2;2014
1781;16/11/2014;16;11;2;2014
1782;17/11/2014;17;11;2;2014
1783;18/11/2014;18;11;2;2014
1784;19/11/2014;19;11;2;2014
1785;20/11/2014;20;11;2;2014
1786;21/11/2014;21;11;2;2014
1787;22/11/2014;22;11;2;2014
1788;23/11/2014;23;11;2;2014
1789;24/11/2014;24;11;2;2014
1790;25/11/2014;25;11;2;2014
1791;26/11/2014;26;11;2;2014
1792;27/11/2014;27;11;2;2014
1793;28/11/2014;28;11;2;2014
1794;29/11/2014;29;11;2;2014
1795;30/11/2014;30;11;2;2014
1796;01/12/2014;1;12;2;2014
1797;02/12/2014;2;12;2;2014
1798;03/12/2014;3;12;2;2014
1799;04/12/2014;4;12;2;2014
1800;05/12/2014;5;12;2;2014
1801;06/12/2014;6;12;2;2014
1802;07/12/2014;7;12;2;2014
1803;08/12/2014;8;12;2;2014
1804;09/12/2014;9;12;2;2014
1805;10/12/2014;10;12;2;2014
1806;11/12/2014;11;12;2;2014
1807;12/12/2014;12;12;2;2014
1808;13/12/2014;13;12;2;2014
1809;14/12/2014;14;12;2;2014
1810;15/12/2014;15;12;2;2014
1811;16/12/2014;16;12;2;2014
1812;17/12/2014;17;12;2;2014
1813;18/12/2014;18;12;2;2014
1814;19/12/2014;19;12;2;2014
1815;20/12/2014;20;12;2;2014
1816;21/12/2014;21;12;2;2014
1817;22/12/2014;22;12;2;2014
1818;23/12/2014;23;12;2;2014
1819;24/12/2014;24;12;2;2014
1820;25/12/2014;25;12;2;2014
1821;26/12/2014;26;12;2;2014
1822;27/12/2014;27;12;2;2014
1823;28/12/2014;28;12;2;2014
1824;29/12/2014;29;12;2;2014
1825;30/12/2014;30;12;2;2014
1826;31/12/2014;31;12;2;2014
1827;01/01/2015;1;1;1;2015
1828;02/01/2015;2;1;1;2015
1829;03/01/2015;3;1;1;2015
1830;04/01/2015;4;1;1;2015
1831;05/01/2015;5;1;1;2015
1832;06/01/2015;6;1;1;2015
1833;07/01/2015;7;1;1;2015
1834;08/01/2015;8;1;1;2015
1835;09/01/2015;9;1;1;2015
1836;10/01/2015;10;1;1;2015
1837;11/01/2015;11;1;1;2015
1838;12/01/2015;12;1;1;2015
1839;13/01/2015;13;1;1;2015
1840;14/01/2015;14;1;1;2015
1841;15/01/2015;15;1;1;2015
1842;16/01/2015;16;1;1;2015
1843;17/01/2015;17;1;1;2015
1844;18/01/2015;18;1;1;2015
1845;19/01/2015;19;1;1;2015
1846;20/01/2015;20;1;1;2015
1847;21/01/2015;21;1;1;2015
1848;22/01/2015;22;1;1;2015
1849;23/01/2015;23;1;1;2015
1850;24/01/2015;24;1;1;2015
1851;25/01/2015;25;1;1;2015
1852;26/01/2015;26;1;1;2015
1853;27/01/2015;27;1;1;2015
1854;28/01/2015;28;1;1;2015
1855;29/01/2015;29;1;1;2015
1856;30/01/2015;30;1;1;2015
1857;31/01/2015;31;1;1;2015
1858;01/02/2015;1;2;1;2015
1859;02/02/2015;2;2;1;2015
1860;03/02/2015;3;2;1;2015
1861;04/02/2015;4;2;1;2015
1862;05/02/2015;5;2;1;2015
1863;06/02/2015;6;2;1;2015
1864;07/02/2015;7;2;1;2015
1865;08/02/2015;8;2;1;2015
1866;09/02/2015;9;2;1;2015
1867;10/02/2015;10;2;1;2015
1868;11/02/2015;11;2;1;2015
1869;12/02/2015;12;2;1;2015
1870;13/02/2015;13;2;1;2015
1871;14/02/2015;14;2;1;2015
1872;15/02/2015;15;2;1;2015
1873;16/02/2015;16;2;1;2015
1874;17/02/2015;17;2;1;2015
1875;18/02/2015;18;2;1;2015
1876;19/02/2015;19;2;1;2015
1877;20/02/2015;20;2;1;2015
1878;21/02/2015;21;2;1;2015
1879;22/02/2015;22;2;1;2015
1880;23/02/2015;23;2;1;2015
1881;24/02/2015;24;2;1;2015
1882;25/02/2015;25;2;1;2015
1883;26/02/2015;26;2;1;2015
1884;27/02/2015;27;2;1;2015
1885;28/02/2015;28;2;1;2015
1886;01/03/2015;1;3;1;2015
1887;02/03/2015;2;3;1;2015
1888;03/03/2015;3;3;1;2015
1889;04/03/2015;4;3;1;2015
1890;05/03/2015;5;3;1;2015
1891;06/03/2015;6;3;1;2015
1892;07/03/2015;7;3;1;2015
1893;08/03/2015;8;3;1;2015
1894;09/03/2015;9;3;1;2015
1895;10/03/2015;10;3;1;2015
1896;11/03/2015;11;3;1;2015
1897;12/03/2015;12;3;1;2015
1898;13/03/2015;13;3;1;2015
1899;14/03/2015;14;3;1;2015
1900;15/03/2015;15;3;1;2015
1901;16/03/2015;16;3;1;2015
1902;17/03/2015;17;3;1;2015
1903;18/03/2015;18;3;1;2015
1904;19/03/2015;19;3;1;2015
1905;20/03/2015;20;3;1;2015
1906;21/03/2015;21;3;1;2015
1907;22/03/2015;22;3;1;2015
1908;23/03/2015;23;3;1;2015
1909;24/03/2015;24;3;1;2015
1910;25/03/2015;25;3;1;2015
1911;26/03/2015;26;3;1;2015
1912;27/03/2015;27;3;1;2015
1913;28/03/2015;28;3;1;2015
1914;29/03/2015;29;3;1;2015
1915;30/03/2015;30;3;1;2015
1916;31/03/2015;31;3;1;2015
1917;01/04/2015;1;4;1;2015
1918;02/04/2015;2;4;1;2015
1919;03/04/2015;3;4;1;2015
1920;04/04/2015;4;4;1;2015
1921;05/04/2015;5;4;1;2015
1922;06/04/2015;6;4;1;2015
1923;07/04/2015;7;4;1;2015
1924;08/04/2015;8;4;1;2015
1925;09/04/2015;9;4;1;2015
1926;10/04/2015;10;4;1;2015
1927;11/04/2015;11;4;1;2015
1928;12/04/2015;12;4;1;2015
1929;13/04/2015;13;4;1;2015
1930;14/04/2015;14;4;1;2015
1931;15/04/2015;15;4;1;2015
1932;16/04/2015;16;4;1;2015
1933;17/04/2015;17;4;1;2015
1934;18/04/2015;18;4;1;2015
1935;19/04/2015;19;4;1;2015
1936;20/04/2015;20;4;1;2015
1937;21/04/2015;21;4;1;2015
1938;22/04/2015;22;4;1;2015
1939;23/04/2015;23;4;1;2015
1940;24/04/2015;24;4;1;2015
1941;25/04/2015;25;4;1;2015
1942;26/04/2015;26;4;1;2015
1943;27/04/2015;27;4;1;2015
1944;28/04/2015;28;4;1;2015
1945;29/04/2015;29;4;1;2015
1946;30/04/2015;30;4;1;2015
1947;01/05/2015;1;5;1;2015
1948;02/05/2015;2;5;1;2015
1949;03/05/2015;3;5;1;2015
1950;04/05/2015;4;5;1;2015
1951;05/05/2015;5;5;1;2015
1952;06/05/2015;6;5;1;2015
1953;07/05/2015;7;5;1;2015
1954;08/05/2015;8;5;1;2015
1955;09/05/2015;9;5;1;2015
1956;10/05/2015;10;5;1;2015
1957;11/05/2015;11;5;1;2015
1958;12/05/2015;12;5;1;2015
1959;13/05/2015;13;5;1;2015
1960;14/05/2015;14;5;1;2015
1961;15/05/2015;15;5;1;2015
1962;16/05/2015;16;5;1;2015
1963;17/05/2015;17;5;1;2015
1964;18/05/2015;18;5;1;2015
1965;19/05/2015;19;5;1;2015
1966;20/05/2015;20;5;1;2015
1967;21/05/2015;21;5;1;2015
1968;22/05/2015;22;5;1;2015
1969;23/05/2015;23;5;1;2015
1970;24/05/2015;24;5;1;2015
1971;25/05/2015;25;5;1;2015
1972;26/05/2015;26;5;1;2015
1973;27/05/2015;27;5;1;2015
1974;28/05/2015;28;5;1;2015
1975;29/05/2015;29;5;1;2015
1976;30/05/2015;30;5;1;2015
1977;31/05/2015;31;5;1;2015
1978;01/06/2015;1;6;1;2015
1979;02/06/2015;2;6;1;2015
1980;03/06/2015;3;6;1;2015
1981;04/06/2015;4;6;1;2015
1982;05/06/2015;5;6;1;2015
1983;06/06/2015;6;6;1;2015
1984;07/06/2015;7;6;1;2015
1985;08/06/2015;8;6;1;2015
1986;09/06/2015;9;6;1;2015
1987;10/06/2015;10;6;1;2015
1988;11/06/2015;11;6;1;2015
1989;12/06/2015;12;6;1;2015
1990;13/06/2015;13;6;1;2015
1991;14/06/2015;14;6;1;2015
1992;15/06/2015;15;6;1;2015
1993;16/06/2015;16;6;1;2015
1994;17/06/2015;17;6;1;2015
1995;18/06/2015;18;6;1;2015
1996;19/06/2015;19;6;1;2015
1997;20/06/2015;20;6;1;2015
1998;21/06/2015;21;6;1;2015
1999;22/06/2015;22;6;1;2015
2000;23/06/2015;23;6;1;2015
2001;24/06/2015;24;6;1;2015
2002;25/06/2015;25;6;1;2015
2003;26/06/2015;26;6;1;2015
2004;27/06/2015;27;6;1;2015
2005;28/06/2015;28;6;1;2015
2006;29/06/2015;29;6;1;2015
2007;30/06/2015;30;6;1;2015
2008;01/07/2015;1;7;2;2015
2009;02/07/2015;2;7;2;2015
2010;03/07/2015;3;7;2;2015
2011;04/07/2015;4;7;2;2015
2012;05/07/2015;5;7;2;2015
2013;06/07/2015;6;7;2;2015
2014;07/07/2015;7;7;2;2015
2015;08/07/2015;8;7;2;2015
2016;09/07/2015;9;7;2;2015
2017;10/07/2015;10;7;2;2015
2018;11/07/2015;11;7;2;2015
2019;12/07/2015;12;7;2;2015
2020;13/07/2015;13;7;2;2015
2021;14/07/2015;14;7;2;2015
2022;15/07/2015;15;7;2;2015
2023;16/07/2015;16;7;2;2015
2024;17/07/2015;17;7;2;2015
2025;18/07/2015;18;7;2;2015
2026;19/07/2015;19;7;2;2015
2027;20/07/2015;20;7;2;2015
2028;21/07/2015;21;7;2;2015
2029;22/07/2015;22;7;2;2015
2030;23/07/2015;23;7;2;2015
2031;24/07/2015;24;7;2;2015
2032;25/07/2015;25;7;2;2015
2033;26/07/2015;26;7;2;2015
2034;27/07/2015;27;7;2;2015
2035;28/07/2015;28;7;2;2015
2036;29/07/2015;29;7;2;2015
2037;30/07/2015;30;7;2;2015
2038;31/07/2015;31;7;2;2015
2039;01/08/2015;1;8;2;2015
2040;02/08/2015;2;8;2;2015
2041;03/08/2015;3;8;2;2015
2042;04/08/2015;4;8;2;2015
2043;05/08/2015;5;8;2;2015
2044;06/08/2015;6;8;2;2015
2045;07/08/2015;7;8;2;2015
2046;08/08/2015;8;8;2;2015
2047;09/08/2015;9;8;2;2015
2048;10/08/2015;10;8;2;2015
2049;11/08/2015;11;8;2;2015
2050;12/08/2015;12;8;2;2015
2051;13/08/2015;13;8;2;2015
2052;14/08/2015;14;8;2;2015
2053;15/08/2015;15;8;2;2015
2054;16/08/2015;16;8;2;2015
2055;17/08/2015;17;8;2;2015
2056;18/08/2015;18;8;2;2015
2057;19/08/2015;19;8;2;2015
2058;20/08/2015;20;8;2;2015
2059;21/08/2015;21;8;2;2015
2060;22/08/2015;22;8;2;2015
2061;23/08/2015;23;8;2;2015
2062;24/08/2015;24;8;2;2015
2063;25/08/2015;25;8;2;2015
2064;26/08/2015;26;8;2;2015
2065;27/08/2015;27;8;2;2015
2066;28/08/2015;28;8;2;2015
2067;29/08/2015;29;8;2;2015
2068;30/08/2015;30;8;2;2015
2069;31/08/2015;31;8;2;2015
2070;01/09/2015;1;9;2;2015
2071;02/09/2015;2;9;2;2015
2072;03/09/2015;3;9;2;2015
2073;04/09/2015;4;9;2;2015
2074;05/09/2015;5;9;2;2015
2075;06/09/2015;6;9;2;2015
2076;07/09/2015;7;9;2;2015
2077;08/09/2015;8;9;2;2015
2078;09/09/2015;9;9;2;2015
2079;10/09/2015;10;9;2;2015
2080;11/09/2015;11;9;2;2015
2081;12/09/2015;12;9;2;2015
2082;13/09/2015;13;9;2;2015
2083;14/09/2015;14;9;2;2015
2084;15/09/2015;15;9;2;2015
2085;16/09/2015;16;9;2;2015
2086;17/09/2015;17;9;2;2015
2087;18/09/2015;18;9;2;2015
2088;19/09/2015;19;9;2;2015
2089;20/09/2015;20;9;2;2015
2090;21/09/2015;21;9;2;2015
2091;22/09/2015;22;9;2;2015
2092;23/09/2015;23;9;2;2015
2093;24/09/2015;24;9;2;2015
2094;25/09/2015;25;9;2;2015
2095;26/09/2015;26;9;2;2015
2096;27/09/2015;27;9;2;2015
2097;28/09/2015;28;9;2;2015
2098;29/09/2015;29;9;2;2015
2099;30/09/2015;30;9;2;2015
2100;01/10/2015;1;10;2;2015
2101;02/10/2015;2;10;2;2015
2102;03/10/2015;3;10;2;2015
2103;04/10/2015;4;10;2;2015
2104;05/10/2015;5;10;2;2015
2105;06/10/2015;6;10;2;2015
2106;07/10/2015;7;10;2;2015
2107;08/10/2015;8;10;2;2015
2108;09/10/2015;9;10;2;2015
2109;10/10/2015;10;10;2;2015
2110;11/10/2015;11;10;2;2015
2111;12/10/2015;12;10;2;2015
2112;13/10/2015;13;10;2;2015
2113;14/10/2015;14;10;2;2015
2114;15/10/2015;15;10;2;2015
2115;16/10/2015;16;10;2;2015
2116;17/10/2015;17;10;2;2015
2117;18/10/2015;18;10;2;2015
2118;19/10/2015;19;10;2;2015
2119;20/10/2015;20;10;2;2015
2120;21/10/2015;21;10;2;2015
2121;22/10/2015;22;10;2;2015
2122;23/10/2015;23;10;2;2015
2123;24/10/2015;24;10;2;2015
2124;25/10/2015;25;10;2;2015
2125;26/10/2015;26;10;2;2015
2126;27/10/2015;27;10;2;2015
2127;28/10/2015;28;10;2;2015
2128;29/10/2015;29;10;2;2015
2129;30/10/2015;30;10;2;2015
2130;31/10/2015;31;10;2;2015
2131;01/11/2015;1;11;2;2015
2132;02/11/2015;2;11;2;2015
2133;03/11/2015;3;11;2;2015
2134;04/11/2015;4;11;2;2015
2135;05/11/2015;5;11;2;2015
2136;06/11/2015;6;11;2;2015
2137;07/11/2015;7;11;2;2015
2138;08/11/2015;8;11;2;2015
2139;09/11/2015;9;11;2;2015
2140;10/11/2015;10;11;2;2015
2141;11/11/2015;11;11;2;2015
2142;12/11/2015;12;11;2;2015
2143;13/11/2015;13;11;2;2015
2144;14/11/2015;14;11;2;2015
2145;15/11/2015;15;11;2;2015
2146;16/11/2015;16;11;2;2015
2147;17/11/2015;17;11;2;2015
2148;18/11/2015;18;11;2;2015
2149;19/11/2015;19;11;2;2015
2150;20/11/2015;20;11;2;2015
2151;21/11/2015;21;11;2;2015
2152;22/11/2015;22;11;2;2015
2153;23/11/2015;23;11;2;2015
2154;24/11/2015;24;11;2;2015
2155;25/11/2015;25;11;2;2015
2156;26/11/2015;26;11;2;2015
2157;27/11/2015;27;11;2;2015
2158;28/11/2015;28;11;2;2015
2159;29/11/2015;29;11;2;2015
2160;30/11/2015;30;11;2;2015
2161;01/12/2015;1;12;2;2015
2162;02/12/2015;2;12;2;2015
2163;03/12/2015;3;12;2;2015
2164;04/12/2015;4;12;2;2015
2165;05/12/2015;5;12;2;2015
2166;06/12/2015;6;12;2;2015
2167;07/12/2015;7;12;2;2015
2168;08/12/2015;8;12;2;2015
2169;09/12/2015;9;12;2;2015
2170;10/12/2015;10;12;2;2015
2171;11/12/2015;11;12;2;2015
2172;12/12/2015;12;12;2;2015
2173;13/12/2015;13;12;2;2015
2174;14/12/2015;14;12;2;2015
2175;15/12/2015;15;12;2;2015
2176;16/12/2015;16;12;2;2015
2177;17/12/2015;17;12;2;2015
2178;18/12/2015;18;12;2;2015
2179;19/12/2015;19;12;2;2015
2180;20/12/2015;20;12;2;2015
2181;21/12/2015;21;12;2;2015
2182;22/12/2015;22;12;2;2015
2183;23/12/2015;23;12;2;2015
2184;24/12/2015;24;12;2;2015
2185;25/12/2015;25;12;2;2015
2186;26/12/2015;26;12;2;2015
2187;27/12/2015;27;12;2;2015
2188;28/12/2015;28;12;2;2015
2189;29/12/2015;29;12;2;2015
2190;30/12/2015;30;12;2;2015
2191;31/12/2015;31;12;2;2015
2192;01/01/2016;1;1;1;2016
2193;02/01/2016;2;1;1;2016
2194;03/01/2016;3;1;1;2016
2195;04/01/2016;4;1;1;2016
2196;05/01/2016;5;1;1;2016
2197;06/01/2016;6;1;1;2016
2198;07/01/2016;7;1;1;2016
2199;08/01/2016;8;1;1;2016
2200;09/01/2016;9;1;1;2016
2201;10/01/2016;10;1;1;2016
2202;11/01/2016;11;1;1;2016
2203;12/01/2016;12;1;1;2016
2204;13/01/2016;13;1;1;2016
2205;14/01/2016;14;1;1;2016
2206;15/01/2016;15;1;1;2016
2207;16/01/2016;16;1;1;2016
2208;17/01/2016;17;1;1;2016
2209;18/01/2016;18;1;1;2016
2210;19/01/2016;19;1;1;2016
2211;20/01/2016;20;1;1;2016
2212;21/01/2016;21;1;1;2016
2213;22/01/2016;22;1;1;2016
2214;23/01/2016;23;1;1;2016
2215;24/01/2016;24;1;1;2016
2216;25/01/2016;25;1;1;2016
2217;26/01/2016;26;1;1;2016
2218;27/01/2016;27;1;1;2016
2219;28/01/2016;28;1;1;2016
2220;29/01/2016;29;1;1;2016
2221;30/01/2016;30;1;1;2016
2222;31/01/2016;31;1;1;2016
2223;01/02/2016;1;2;1;2016
2224;02/02/2016;2;2;1;2016
2225;03/02/2016;3;2;1;2016
2226;04/02/2016;4;2;1;2016
2227;05/02/2016;5;2;1;2016
2228;06/02/2016;6;2;1;2016
2229;07/02/2016;7;2;1;2016
2230;08/02/2016;8;2;1;2016
2231;09/02/2016;9;2;1;2016
2232;10/02/2016;10;2;1;2016
2233;11/02/2016;11;2;1;2016
2234;12/02/2016;12;2;1;2016
2235;13/02/2016;13;2;1;2016
2236;14/02/2016;14;2;1;2016
2237;15/02/2016;15;2;1;2016
2238;16/02/2016;16;2;1;2016
2239;17/02/2016;17;2;1;2016
2240;18/02/2016;18;2;1;2016
2241;19/02/2016;19;2;1;2016
2242;20/02/2016;20;2;1;2016
2243;21/02/2016;21;2;1;2016
2244;22/02/2016;22;2;1;2016
2245;23/02/2016;23;2;1;2016
2246;24/02/2016;24;2;1;2016
2247;25/02/2016;25;2;1;2016
2248;26/02/2016;26;2;1;2016
2249;27/02/2016;27;2;1;2016
2250;28/02/2016;28;2;1;2016
2251;29/02/2016;29;2;1;2016
2252;01/03/2016;1;3;1;2016
2253;02/03/2016;2;3;1;2016
2254;03/03/2016;3;3;1;2016
