key;day_full;day;month_nr;Semester;year
773;12/02/2012;12;2;1;2012
774;13/02/2012;13;2;1;2012
775;14/02/2012;14;2;1;2012
776;15/02/2012;15;2;1;2012
777;16/02/2012;16;2;1;2012
778;17/02/2012;17;2;1;2012
779;18/02/2012;18;2;1;2012
780;19/02/2012;19;2;1;2012
781;20/02/2012;20;2;1;2012
782;21/02/2012;21;2;1;2012
783;22/02/2012;22;2;1;2012
784;23/02/2012;23;2;1;2012
785;24/02/2012;24;2;1;2012
786;25/02/2012;25;2;1;2012
787;26/02/2012;26;2;1;2012
788;27/02/2012;27;2;1;2012
789;28/02/2012;28;2;1;2012
790;29/02/2012;29;2;1;2012
791;01/03/2012;1;3;1;2012
792;02/03/2012;2;3;1;2012
793;03/03/2012;3;3;1;2012
794;04/03/2012;4;3;1;2012
795;05/03/2012;5;3;1;2012
796;06/03/2012;6;3;1;2012
797;07/03/2012;7;3;1;2012
798;08/03/2012;8;3;1;2012
799;09/03/2012;9;3;1;2012
800;10/03/2012;10;3;1;2012
801;11/03/2012;11;3;1;2012
802;12/03/2012;12;3;1;2012
803;13/03/2012;13;3;1;2012
804;14/03/2012;14;3;1;2012
805;15/03/2012;15;3;1;2012
806;16/03/2012;16;3;1;2012
807;17/03/2012;17;3;1;2012
808;18/03/2012;18;3;1;2012
809;19/03/2012;19;3;1;2012
810;20/03/2012;20;3;1;2012
811;21/03/2012;21;3;1;2012
812;22/03/2012;22;3;1;2012
813;23/03/2012;23;3;1;2012
814;24/03/2012;24;3;1;2012
815;25/03/2012;25;3;1;2012
816;26/03/2012;26;3;1;2012
817;27/03/2012;27;3;1;2012
818;28/03/2012;28;3;1;2012
819;29/03/2012;29;3;1;2012
820;30/03/2012;30;3;1;2012
821;31/03/2012;31;3;1;2012
822;01/04/2012;1;4;1;2012
823;02/04/2012;2;4;1;2012
824;03/04/2012;3;4;1;2012
825;04/04/2012;4;4;1;2012
826;05/04/2012;5;4;1;2012
827;06/04/2012;6;4;1;2012
828;07/04/2012;7;4;1;2012
829;08/04/2012;8;4;1;2012
830;09/04/2012;9;4;1;2012
831;10/04/2012;10;4;1;2012
832;11/04/2012;11;4;1;2012
833;12/04/2012;12;4;1;2012
834;13/04/2012;13;4;1;2012
835;14/04/2012;14;4;1;2012
836;15/04/2012;15;4;1;2012
837;16/04/2012;16;4;1;2012
838;17/04/2012;17;4;1;2012
839;18/04/2012;18;4;1;2012
840;19/04/2012;19;4;1;2012
841;20/04/2012;20;4;1;2012
842;21/04/2012;21;4;1;2012
843;22/04/2012;22;4;1;2012
844;23/04/2012;23;4;1;2012
845;24/04/2012;24;4;1;2012
846;25/04/2012;25;4;1;2012
847;26/04/2012;26;4;1;2012
848;27/04/2012;27;4;1;2012
849;28/04/2012;28;4;1;2012
850;29/04/2012;29;4;1;2012
851;30/04/2012;30;4;1;2012
852;01/05/2012;1;5;1;2012
853;02/05/2012;2;5;1;2012
854;03/05/2012;3;5;1;2012
855;04/05/2012;4;5;1;2012
856;05/05/2012;5;5;1;2012
857;06/05/2012;6;5;1;2012
858;07/05/2012;7;5;1;2012
859;08/05/2012;8;5;1;2012
860;09/05/2012;9;5;1;2012
861;10/05/2012;10;5;1;2012
862;11/05/2012;11;5;1;2012
863;12/05/2012;12;5;1;2012
864;13/05/2012;13;5;1;2012
865;14/05/2012;14;5;1;2012
866;15/05/2012;15;5;1;2012
867;16/05/2012;16;5;1;2012
868;17/05/2012;17;5;1;2012
869;18/05/2012;18;5;1;2012
870;19/05/2012;19;5;1;2012
871;20/05/2012;20;5;1;2012
872;21/05/2012;21;5;1;2012
873;22/05/2012;22;5;1;2012
874;23/05/2012;23;5;1;2012
875;24/05/2012;24;5;1;2012
876;25/05/2012;25;5;1;2012
877;26/05/2012;26;5;1;2012
878;27/05/2012;27;5;1;2012
879;28/05/2012;28;5;1;2012
880;29/05/2012;29;5;1;2012
881;30/05/2012;30;5;1;2012
882;31/05/2012;31;5;1;2012
883;01/06/2012;1;6;1;2012
884;02/06/2012;2;6;1;2012
885;03/06/2012;3;6;1;2012
886;04/06/2012;4;6;1;2012
887;05/06/2012;5;6;1;2012
888;06/06/2012;6;6;1;2012
889;07/06/2012;7;6;1;2012
890;08/06/2012;8;6;1;2012
891;09/06/2012;9;6;1;2012
892;10/06/2012;10;6;1;2012
893;11/06/2012;11;6;1;2012
894;12/06/2012;12;6;1;2012
895;13/06/2012;13;6;1;2012
896;14/06/2012;14;6;1;2012
897;15/06/2012;15;6;1;2012
898;16/06/2012;16;6;1;2012
899;17/06/2012;17;6;1;2012
900;18/06/2012;18;6;1;2012
901;19/06/2012;19;6;1;2012
902;20/06/2012;20;6;1;2012
903;21/06/2012;21;6;1;2012
904;22/06/2012;22;6;1;2012
905;23/06/2012;23;6;1;2012
906;24/06/2012;24;6;1;2012
907;25/06/2012;25;6;1;2012
908;26/06/2012;26;6;1;2012
909;27/06/2012;27;6;1;2012
910;28/06/2012;28;6;1;2012
911;29/06/2012;29;6;1;2012
912;30/06/2012;30;6;1;2012
913;01/07/2012;1;7;2;2012
914;02/07/2012;2;7;2;2012
915;03/07/2012;3;7;2;2012
916;04/07/2012;4;7;2;2012
917;05/07/2012;5;7;2;2012
918;06/07/2012;6;7;2;2012
919;07/07/2012;7;7;2;2012
920;08/07/2012;8;7;2;2012
921;09/07/2012;9;7;2;2012
922;10/07/2012;10;7;2;2012
923;11/07/2012;11;7;2;2012
924;12/07/2012;12;7;2;2012
925;13/07/2012;13;7;2;2012
926;14/07/2012;14;7;2;2012
927;15/07/2012;15;7;2;2012
928;16/07/2012;16;7;2;2012
929;17/07/2012;17;7;2;2012
930;18/07/2012;18;7;2;2012
931;19/07/2012;19;7;2;2012
932;20/07/2012;20;7;2;2012
933;21/07/2012;21;7;2;2012
934;22/07/2012;22;7;2;2012
935;23/07/2012;23;7;2;2012
936;24/07/2012;24;7;2;2012
937;25/07/2012;25;7;2;2012
938;26/07/2012;26;7;2;2012
939;27/07/2012;27;7;2;2012
940;28/07/2012;28;7;2;2012
941;29/07/2012;29;7;2;2012
942;30/07/2012;30;7;2;2012
943;31/07/2012;31;7;2;2012
944;01/08/2012;1;8;2;2012
945;02/08/2012;2;8;2;2012
946;03/08/2012;3;8;2;2012
947;04/08/2012;4;8;2;2012
948;05/08/2012;5;8;2;2012
949;06/08/2012;6;8;2;2012
950;07/08/2012;7;8;2;2012
951;08/08/2012;8;8;2;2012
952;09/08/2012;9;8;2;2012
953;10/08/2012;10;8;2;2012
954;11/08/2012;11;8;2;2012
955;12/08/2012;12;8;2;2012
956;13/08/2012;13;8;2;2012
957;14/08/2012;14;8;2;2012
958;15/08/2012;15;8;2;2012
959;16/08/2012;16;8;2;2012
960;17/08/2012;17;8;2;2012
961;18/08/2012;18;8;2;2012
962;19/08/2012;19;8;2;2012
963;20/08/2012;20;8;2;2012
964;21/08/2012;21;8;2;2012
965;22/08/2012;22;8;2;2012
966;23/08/2012;23;8;2;2012
967;24/08/2012;24;8;2;2012
968;25/08/2012;25;8;2;2012
969;26/08/2012;26;8;2;2012
970;27/08/2012;27;8;2;2012
971;28/08/2012;28;8;2;2012
972;29/08/2012;29;8;2;2012
973;30/08/2012;30;8;2;2012
974;31/08/2012;31;8;2;2012
975;01/09/2012;1;9;2;2012
976;02/09/2012;2;9;2;2012
977;03/09/2012;3;9;2;2012
978;04/09/2012;4;9;2;2012
979;05/09/2012;5;9;2;2012
980;06/09/2012;6;9;2;2012
981;07/09/2012;7;9;2;2012
982;08/09/2012;8;9;2;2012
983;09/09/2012;9;9;2;2012
984;10/09/2012;10;9;2;2012
985;11/09/2012;11;9;2;2012
986;12/09/2012;12;9;2;2012
987;13/09/2012;13;9;2;2012
988;14/09/2012;14;9;2;2012
989;15/09/2012;15;9;2;2012
990;16/09/2012;16;9;2;2012
991;17/09/2012;17;9;2;2012
992;18/09/2012;18;9;2;2012
993;19/09/2012;19;9;2;2012
994;20/09/2012;20;9;2;2012
995;21/09/2012;21;9;2;2012
996;22/09/2012;22;9;2;2012
997;23/09/2012;23;9;2;2012
998;24/09/2012;24;9;2;2012
999;25/09/2012;25;9;2;2012
1000;26/09/2012;26;9;2;2012
1001;27/09/2012;27;9;2;2012
1002;28/09/2012;28;9;2;2012
1003;29/09/2012;29;9;2;2012
1004;30/09/2012;30;9;2;2012
1005;01/10/2012;1;10;2;2012
1006;02/10/2012;2;10;2;2012
1007;03/10/2012;3;10;2;2012
1008;04/10/2012;4;10;2;2012
1009;05/10/2012;5;10;2;2012
1010;06/10/2012;6;10;2;2012
1011;07/10/2012;7;10;2;2012
1012;08/10/2012;8;10;2;2012
1013;09/10/2012;9;10;2;2012
1014;10/10/2012;10;10;2;2012
1015;11/10/2012;11;10;2;2012
1016;12/10/2012;12;10;2;2012
1017;13/10/2012;13;10;2;2012
1018;14/10/2012;14;10;2;2012
1019;15/10/2012;15;10;2;2012
1020;16/10/2012;16;10;2;2012
1021;17/10/2012;17;10;2;2012
1022;18/10/2012;18;10;2;2012
1023;19/10/2012;19;10;2;2012
1024;20/10/2012;20;10;2;2012
1025;21/10/2012;21;10;2;2012
1026;22/10/2012;22;10;2;2012
1027;23/10/2012;23;10;2;2012
1028;24/10/2012;24;10;2;2012
1029;25/10/2012;25;10;2;2012
1030;26/10/2012;26;10;2;2012
1031;27/10/2012;27;10;2;2012
1032;28/10/2012;28;10;2;2012
1033;29/10/2012;29;10;2;2012
1034;30/10/2012;30;10;2;2012
1035;31/10/2012;31;10;2;2012
1036;01/11/2012;1;11;2;2012
1037;02/11/2012;2;11;2;2012
1038;03/11/2012;3;11;2;2012
1039;04/11/2012;4;11;2;2012
1040;05/11/2012;5;11;2;2012
1041;06/11/2012;6;11;2;2012
1042;07/11/2012;7;11;2;2012
1043;08/11/2012;8;11;2;2012
1044;09/11/2012;9;11;2;2012
1045;10/11/2012;10;11;2;2012
1046;11/11/2012;11;11;2;2012
1047;12/11/2012;12;11;2;2012
1048;13/11/2012;13;11;2;2012
1049;14/11/2012;14;11;2;2012
1050;15/11/2012;15;11;2;2012
1051;16/11/2012;16;11;2;2012
1052;17/11/2012;17;11;2;2012
1053;18/11/2012;18;11;2;2012
1054;19/11/2012;19;11;2;2012
1055;20/11/2012;20;11;2;2012
1056;21/11/2012;21;11;2;2012
1057;22/11/2012;22;11;2;2012
1058;23/11/2012;23;11;2;2012
1059;24/11/2012;24;11;2;2012
1060;25/11/2012;25;11;2;2012
1061;26/11/2012;26;11;2;2012
1062;27/11/2012;27;11;2;2012
1063;28/11/2012;28;11;2;2012
1064;29/11/2012;29;11;2;2012
1065;30/11/2012;30;11;2;2012
1066;01/12/2012;1;12;2;2012
1067;02/12/2012;2;12;2;2012
1068;03/12/2012;3;12;2;2012
1069;04/12/2012;4;12;2;2012
1070;05/12/2012;5;12;2;2012
1071;06/12/2012;6;12;2;2012
1072;07/12/2012;7;12;2;2012
1073;08/12/2012;8;12;2;2012
1074;09/12/2012;9;12;2;2012
1075;10/12/2012;10;12;2;2012
1076;11/12/2012;11;12;2;2012
1077;12/12/2012;12;12;2;2012
1078;13/12/2012;13;12;2;2012
1079;14/12/2012;14;12;2;2012
1080;15/12/2012;15;12;2;2012
1081;16/12/2012;16;12;2;2012
1082;17/12/2012;17;12;2;2012
1083;18/12/2012;18;12;2;2012
1084;19/12/2012;19;12;2;2012
1085;20/12/2012;20;12;2;2012
1086;21/12/2012;21;12;2;2012
1087;22/12/2012;22;12;2;2012
1088;23/12/2012;23;12;2;2012
1089;24/12/2012;24;12;2;2012
1090;25/12/2012;25;12;2;2012
1091;26/12/2012;26;12;2;2012
1092;27/12/2012;27;12;2;2012
1093;28/12/2012;28;12;2;2012
1094;29/12/2012;29;12;2;2012
1095;30/12/2012;30;12;2;2012
1096;31/12/2012;31;12;2;2012
1097;01/01/2013;1;1;1;2013
1098;02/01/2013;2;1;1;2013
1099;03/01/2013;3;1;1;2013
1100;04/01/2013;4;1;1;2013
1101;05/01/2013;5;1;1;2013
1102;06/01/2013;6;1;1;2013
1103;07/01/2013;7;1;1;2013
1104;08/01/2013;8;1;1;2013
1105;09/01/2013;9;1;1;2013
1106;10/01/2013;10;1;1;2013
1107;11/01/2013;11;1;1;2013
1108;12/01/2013;12;1;1;2013
1109;13/01/2013;13;1;1;2013
1110;14/01/2013;14;1;1;2013
1111;15/01/2013;15;1;1;2013
1112;16/01/2013;16;1;1;2013
1113;17/01/2013;17;1;1;2013
1114;18/01/2013;18;1;1;2013
1115;19/01/2013;19;1;1;2013
1116;20/01/2013;20;1;1;2013
1117;21/01/2013;21;1;1;2013
1118;22/01/2013;22;1;1;2013
1119;23/01/2013;23;1;1;2013
1120;24/01/2013;24;1;1;2013
1121;25/01/2013;25;1;1;2013
1122;26/01/2013;26;1;1;2013
1123;27/01/2013;27;1;1;2013
1124;28/01/2013;28;1;1;2013
1125;29/01/2013;29;1;1;2013
1126;30/01/2013;30;1;1;2013
1127;31/01/2013;31;1;1;2013
1128;01/02/2013;1;2;1;2013
1129;02/02/2013;2;2;1;2013
1130;03/02/2013;3;2;1;2013
1131;04/02/2013;4;2;1;2013
1132;05/02/2013;5;2;1;2013
1133;06/02/2013;6;2;1;2013
1134;07/02/2013;7;2;1;2013
1135;08/02/2013;8;2;1;2013
1136;09/02/2013;9;2;1;2013
1137;10/02/2013;10;2;1;2013
1138;11/02/2013;11;2;1;2013
1139;12/02/2013;12;2;1;2013
1140;13/02/2013;13;2;1;2013
1141;14/02/2013;14;2;1;2013
1142;15/02/2013;15;2;1;2013
1143;16/02/2013;16;2;1;2013
1144;17/02/2013;17;2;1;2013
1145;18/02/2013;18;2;1;2013
1146;19/02/2013;19;2;1;2013
1147;20/02/2013;20;2;1;2013
1148;21/02/2013;21;2;1;2013
1149;22/02/2013;22;2;1;2013
1150;23/02/2013;23;2;1;2013
1151;24/02/2013;24;2;1;2013
1152;25/02/2013;25;2;1;2013
1153;26/02/2013;26;2;1;2013
1154;27/02/2013;27;2;1;2013
1155;28/02/2013;28;2;1;2013
1156;01/03/2013;1;3;1;2013
1157;02/03/2013;2;3;1;2013
1158;03/03/2013;3;3;1;2013
1159;04/03/2013;4;3;1;2013
1160;05/03/2013;5;3;1;2013
1161;06/03/2013;6;3;1;2013
1162;07/03/2013;7;3;1;2013
1163;08/03/2013;8;3;1;2013
1164;09/03/2013;9;3;1;2013
1165;10/03/2013;10;3;1;2013
1166;11/03/2013;11;3;1;2013
1167;12/03/2013;12;3;1;2013
1168;13/03/2013;13;3;1;2013
1169;14/03/2013;14;3;1;2013
1170;15/03/2013;15;3;1;2013
1171;16/03/2013;16;3;1;2013
1172;17/03/2013;17;3;1;2013
1173;18/03/2013;18;3;1;2013
1174;19/03/2013;19;3;1;2013
1175;20/03/2013;20;3;1;2013
1176;21/03/2013;21;3;1;2013
1177;22/03/2013;22;3;1;2013
1178;23/03/2013;23;3;1;2013
1179;24/03/2013;24;3;1;2013
1180;25/03/2013;25;3;1;2013
1181;26/03/2013;26;3;1;2013
1182;27/03/2013;27;3;1;2013
1183;28/03/2013;28;3;1;2013
1184;29/03/2013;29;3;1;2013
1185;30/03/2013;30;3;1;2013
1186;31/03/2013;31;3;1;2013
1187;01/04/2013;1;4;1;2013
1188;02/04/2013;2;4;1;2013
1189;03/04/2013;3;4;1;2013
1190;04/04/2013;4;4;1;2013
1191;05/04/2013;5;4;1;2013
1192;06/04/2013;6;4;1;2013
1193;07/04/2013;7;4;1;2013
1194;08/04/2013;8;4;1;2013
1195;09/04/2013;9;4;1;2013
1196;10/04/2013;10;4;1;2013
1197;11/04/2013;11;4;1;2013
1198;12/04/2013;12;4;1;2013
1199;13/04/2013;13;4;1;2013
1200;14/04/2013;14;4;1;2013
1201;15/04/2013;15;4;1;2013
1202;16/04/2013;16;4;1;2013
1203;17/04/2013;17;4;1;2013
1204;18/04/2013;18;4;1;2013
1205;19/04/2013;19;4;1;2013
1206;20/04/2013;20;4;1;2013
1207;21/04/2013;21;4;1;2013
1208;22/04/2013;22;4;1;2013
1209;23/04/2013;23;4;1;2013
1210;24/04/2013;24;4;1;2013
1211;25/04/2013;25;4;1;2013
1212;26/04/2013;26;4;1;2013
1213;27/04/2013;27;4;1;2013
1214;28/04/2013;28;4;1;2013
1215;29/04/2013;29;4;1;2013
1216;30/04/2013;30;4;1;2013
1217;01/05/2013;1;5;1;2013
1218;02/05/2013;2;5;1;2013
1219;03/05/2013;3;5;1;2013
1220;04/05/2013;4;5;1;2013
1221;05/05/2013;5;5;1;2013
1222;06/05/2013;6;5;1;2013
1223;07/05/2013;7;5;1;2013
1224;08/05/2013;8;5;1;2013
1225;09/05/2013;9;5;1;2013
1226;10/05/2013;10;5;1;2013
1227;11/05/2013;11;5;1;2013
1228;12/05/2013;12;5;1;2013
1229;13/05/2013;13;5;1;2013
1230;14/05/2013;14;5;1;2013
1231;15/05/2013;15;5;1;2013
1232;16/05/2013;16;5;1;2013
1233;17/05/2013;17;5;1;2013
1234;18/05/2013;18;5;1;2013
1235;19/05/2013;19;5;1;2013
1236;20/05/2013;20;5;1;2013
1237;21/05/2013;21;5;1;2013
1238;22/05/2013;22;5;1;2013
1239;23/05/2013;23;5;1;2013
1240;24/05/2013;24;5;1;2013
1241;25/05/2013;25;5;1;2013
1242;26/05/2013;26;5;1;2013
1243;27/05/2013;27;5;1;2013
1244;28/05/2013;28;5;1;2013
1245;29/05/2013;29;5;1;2013
1246;30/05/2013;30;5;1;2013
1247;31/05/2013;31;5;1;2013
1248;01/06/2013;1;6;1;2013
1249;02/06/2013;2;6;1;2013
1250;03/06/2013;3;6;1;2013
1251;04/06/2013;4;6;1;2013
1252;05/06/2013;5;6;1;2013
1253;06/06/2013;6;6;1;2013
1254;07/06/2013;7;6;1;2013
1255;08/06/2013;8;6;1;2013
1256;09/06/2013;9;6;1;2013
1257;10/06/2013;10;6;1;2013
1258;11/06/2013;11;6;1;2013
1259;12/06/2013;12;6;1;2013
1260;13/06/2013;13;6;1;2013
1261;14/06/2013;14;6;1;2013
1262;15/06/2013;15;6;1;2013
1263;16/06/2013;16;6;1;2013
1264;17/06/2013;17;6;1;2013
1265;18/06/2013;18;6;1;2013
1266;19/06/2013;19;6;1;2013
1267;20/06/2013;20;6;1;2013
1268;21/06/2013;21;6;1;2013
1269;22/06/2013;22;6;1;2013
1270;23/06/2013;23;6;1;2013
1271;24/06/2013;24;6;1;2013
1272;25/06/2013;25;6;1;2013
1273;26/06/2013;26;6;1;2013
1274;27/06/2013;27;6;1;2013
1275;28/06/2013;28;6;1;2013
1276;29/06/2013;29;6;1;2013
1277;30/06/2013;30;6;1;2013
1278;01/07/2013;1;7;2;2013
1279;02/07/2013;2;7;2;2013
1280;03/07/2013;3;7;2;2013
1281;04/07/2013;4;7;2;2013
1282;05/07/2013;5;7;2;2013
1283;06/07/2013;6;7;2;2013
1284;07/07/2013;7;7;2;2013
1285;08/07/2013;8;7;2;2013
1286;09/07/2013;9;7;2;2013
1287;10/07/2013;10;7;2;2013
1288;11/07/2013;11;7;2;2013
1289;12/07/2013;12;7;2;2013
1290;13/07/2013;13;7;2;2013
1291;14/07/2013;14;7;2;2013
1292;15/07/2013;15;7;2;2013
1293;16/07/2013;16;7;2;2013
1294;17/07/2013;17;7;2;2013
1295;18/07/2013;18;7;2;2013
1296;19/07/2013;19;7;2;2013
1297;20/07/2013;20;7;2;2013
1298;21/07/2013;21;7;2;2013
1299;22/07/2013;22;7;2;2013
1300;23/07/2013;23;7;2;2013
1301;24/07/2013;24;7;2;2013
1302;25/07/2013;25;7;2;2013
1303;26/07/2013;26;7;2;2013
1304;27/07/2013;27;7;2;2013
1305;28/07/2013;28;7;2;2013
1306;29/07/2013;29;7;2;2013
1307;30/07/2013;30;7;2;2013
1308;31/07/2013;31;7;2;2013
1309;01/08/2013;1;8;2;2013
1310;02/08/2013;2;8;2;2013
1311;03/08/2013;3;8;2;2013
1312;04/08/2013;4;8;2;2013
1313;05/08/2013;5;8;2;2013
1314;06/08/2013;6;8;2;2013
1315;07/08/2013;7;8;2;2013
1316;08/08/2013;8;8;2;2013
1317;09/08/2013;9;8;2;2013
1318;10/08/2013;10;8;2;2013
1319;11/08/2013;11;8;2;2013
1320;12/08/2013;12;8;2;2013
1321;13/08/2013;13;8;2;2013
1322;14/08/2013;14;8;2;2013
1323;15/08/2013;15;8;2;2013
1324;16/08/2013;16;8;2;2013
1325;17/08/2013;17;8;2;2013
1326;18/08/2013;18;8;2;2013
1327;19/08/2013;19;8;2;2013
1328;20/08/2013;20;8;2;2013
1329;21/08/2013;21;8;2;2013
1330;22/08/2013;22;8;2;2013
1331;23/08/2013;23;8;2;2013
1332;24/08/2013;24;8;2;2013
1333;25/08/2013;25;8;2;2013
1334;26/08/2013;26;8;2;2013
1335;27/08/2013;27;8;2;2013
1336;28/08/2013;28;8;2;2013
1337;29/08/2013;29;8;2;2013
1338;30/08/2013;30;8;2;2013
1339;31/08/2013;31;8;2;2013
1340;01/09/2013;1;9;2;2013
1341;02/09/2013;2;9;2;2013
1342;03/09/2013;3;9;2;2013
1343;04/09/2013;4;9;2;2013
1344;05/09/2013;5;9;2;2013
1345;06/09/2013;6;9;2;2013
1346;07/09/2013;7;9;2;2013
1347;08/09/2013;8;9;2;2013
1348;09/09/2013;9;9;2;2013
1349;10/09/2013;10;9;2;2013
1350;11/09/2013;11;9;2;2013
1351;12/09/2013;12;9;2;2013
1352;13/09/2013;13;9;2;2013
1353;14/09/2013;14;9;2;2013
1354;15/09/2013;15;9;2;2013
1355;16/09/2013;16;9;2;2013
1356;17/09/2013;17;9;2;2013
1357;18/09/2013;18;9;2;2013
1358;19/09/2013;19;9;2;2013
1359;20/09/2013;20;9;2;2013
1360;21/09/2013;21;9;2;2013
1361;22/09/2013;22;9;2;2013
1362;23/09/2013;23;9;2;2013
1363;24/09/2013;24;9;2;2013
1364;25/09/2013;25;9;2;2013
1365;26/09/2013;26;9;2;2013
1366;27/09/2013;27;9;2;2013
1367;28/09/2013;28;9;2;2013
1368;29/09/2013;29;9;2;2013
1369;30/09/2013;30;9;2;2013
1370;01/10/2013;1;10;2;2013
1371;02/10/2013;2;10;2;2013
1372;03/10/2013;3;10;2;2013
1373;04/10/2013;4;10;2;2013
1374;05/10/2013;5;10;2;2013
1375;06/10/2013;6;10;2;2013
1376;07/10/2013;7;10;2;2013
1377;08/10/2013;8;10;2;2013
1378;09/10/2013;9;10;2;2013
1379;10/10/2013;10;10;2;2013
1380;11/10/2013;11;10;2;2013
1381;12/10/2013;12;10;2;2013
1382;13/10/2013;13;10;2;2013
1383;14/10/2013;14;10;2;2013
1384;15/10/2013;15;10;2;2013
1385;16/10/2013;16;10;2;2013
1386;17/10/2013;17;10;2;2013
1387;18/10/2013;18;10;2;2013
1388;19/10/2013;19;10;2;2013
1389;20/10/2013;20;10;2;2013
1390;21/10/2013;21;10;2;2013
1391;22/10/2013;22;10;2;2013
1392;23/10/2013;23;10;2;2013
1393;24/10/2013;24;10;2;2013
1394;25/10/2013;25;10;2;2013
1395;26/10/2013;26;10;2;2013
1396;27/10/2013;27;10;2;2013
1397;28/10/2013;28;10;2;2013
1398;29/10/2013;29;10;2;2013
1399;30/10/2013;30;10;2;2013
1400;31/10/2013;31;10;2;2013
1401;01/11/2013;1;11;2;2013
1402;02/11/2013;2;11;2;2013
1403;03/11/2013;3;11;2;2013
1404;04/11/2013;4;11;2;2013
1405;05/11/2013;5;11;2;2013
1406;06/11/2013;6;11;2;2013
1407;07/11/2013;7;11;2;2013
1408;08/11/2013;8;11;2;2013
1409;09/11/2013;9;11;2;2013
1410;10/11/2013;10;11;2;2013
1411;11/11/2013;11;11;2;2013
1412;12/11/2013;12;11;2;2013
1413;13/11/2013;13;11;2;2013
1414;14/11/2013;14;11;2;2013
1415;15/11/2013;15;11;2;2013
1416;16/11/2013;16;11;2;2013
1417;17/11/2013;17;11;2;2013
1418;18/11/2013;18;11;2;2013
1419;19/11/2013;19;11;2;2013
1420;20/11/2013;20;11;2;2013
1421;21/11/2013;21;11;2;2013
1422;22/11/2013;22;11;2;2013
1423;23/11/2013;23;11;2;2013
1424;24/11/2013;24;11;2;2013
1425;25/11/2013;25;11;2;2013
1426;26/11/2013;26;11;2;2013
1427;27/11/2013;27;11;2;2013
1428;28/11/2013;28;11;2;2013
1429;29/11/2013;29;11;2;2013
1430;30/11/2013;30;11;2;2013
1431;01/12/2013;1;12;2;2013
1432;02/12/2013;2;12;2;2013
1433;03/12/2013;3;12;2;2013
1434;04/12/2013;4;12;2;2013
1435;05/12/2013;5;12;2;2013
1436;06/12/2013;6;12;2;2013
1437;07/12/2013;7;12;2;2013
1438;08/12/2013;8;12;2;2013
1439;09/12/2013;9;12;2;2013
1440;10/12/2013;10;12;2;2013
1441;11/12/2013;11;12;2;2013
1442;12/12/2013;12;12;2;2013
1443;13/12/2013;13;12;2;2013
1444;14/12/2013;14;12;2;2013
1445;15/12/2013;15;12;2;2013
1446;16/12/2013;16;12;2;2013
1447;17/12/2013;17;12;2;2013
1448;18/12/2013;18;12;2;2013
1449;19/12/2013;19;12;2;2013
1450;20/12/2013;20;12;2;2013
1451;21/12/2013;21;12;2;2013
1452;22/12/2013;22;12;2;2013
1453;23/12/2013;23;12;2;2013
1454;24/12/2013;24;12;2;2013
1455;25/12/2013;25;12;2;2013
1456;26/12/2013;26;12;2;2013
1457;27/12/2013;27;12;2;2013
1458;28/12/2013;28;12;2;2013
1459;29/12/2013;29;12;2;2013
1460;30/12/2013;30;12;2;2013
1461;31/12/2013;31;12;2;2013
1462;01/01/2014;1;1;1;2014
1463;02/01/2014;2;1;1;2014
1464;03/01/2014;3;1;1;2014
1465;04/01/2014;4;1;1;2014
1466;05/01/2014;5;1;1;2014
1467;06/01/2014;6;1;1;2014
1468;07/01/2014;7;1;1;2014
1469;08/01/2014;8;1;1;2014
1470;09/01/2014;9;1;1;2014
1471;10/01/2014;10;1;1;2014
1472;11/01/2014;11;1;1;2014
1473;12/01/2014;12;1;1;2014
1474;13/01/2014;13;1;1;2014
1475;14/01/2014;14;1;1;2014
1476;15/01/2014;15;1;1;2014
1477;16/01/2014;16;1;1;2014
1478;17/01/2014;17;1;1;2014
1479;18/01/2014;18;1;1;2014
1480;19/01/2014;19;1;1;2014
1481;20/01/2014;20;1;1;2014
1482;21/01/2014;21;1;1;2014
1483;22/01/2014;22;1;1;2014
1484;23/01/2014;23;1;1;2014
1485;24/01/2014;24;1;1;2014
1486;25/01/2014;25;1;1;2014
1487;26/01/2014;26;1;1;2014
1488;27/01/2014;27;1;1;2014
1489;28/01/2014;28;1;1;2014
1490;29/01/2014;29;1;1;2014
1491;30/01/2014;30;1;1;2014
1492;31/01/2014;31;1;1;2014
1493;01/02/2014;1;2;1;2014
1494;02/02/2014;2;2;1;2014
1495;03/02/2014;3;2;1;2014
1496;04/02/2014;4;2;1;2014
1497;05/02/2014;5;2;1;2014
1498;06/02/2014;6;2;1;2014
1499;07/02/2014;7;2;1;2014
1500;08/02/2014;8;2;1;2014
1501;09/02/2014;9;2;1;2014
1502;10/02/2014;10;2;1;2014
1503;11/02/2014;11;2;1;2014
1504;12/02/2014;12;2;1;2014
1505;13/02/2014;13;2;1;2014
1506;14/02/2014;14;2;1;2014
1507;15/02/2014;15;2;1;2014
1508;16/02/2014;16;2;1;2014
1509;17/02/2014;17;2;1;2014
1510;18/02/2014;18;2;1;2014
1511;19/02/2014;19;2;1;2014
1512;20/02/2014;20;2;1;2014
1513;21/02/2014;21;2;1;2014
1514;22/02/2014;22;2;1;2014
1515;23/02/2014;23;2;1;2014
1516;24/02/2014;24;2;1;2014
1517;25/02/2014;25;2;1;2014
1518;26/02/2014;26;2;1;2014
1519;27/02/2014;27;2;1;2014
