key;day_full;day;month_full;month_nr;month_short;month_name;Semester_full;Semester;year
951;08/08/2012;8;ago/12;8;AUG;August;2012-S2;2;2012
952;09/08/2012;9;ago/12;8;AUG;August;2012-S2;2;2012
953;10/08/2012;10;ago/12;8;AUG;August;2012-S2;2;2012
954;11/08/2012;11;ago/12;8;AUG;August;2012-S2;2;2012
955;12/08/2012;12;ago/12;8;AUG;August;2012-S2;2;2012
956;13/08/2012;13;ago/12;8;AUG;August;2012-S2;2;2012
957;14/08/2012;14;ago/12;8;AUG;August;2012-S2;2;2012
958;15/08/2012;15;ago/12;8;AUG;August;2012-S2;2;2012
959;16/08/2012;16;ago/12;8;AUG;August;2012-S2;2;2012
960;17/08/2012;17;ago/12;8;AUG;August;2012-S2;2;2012
961;18/08/2012;18;ago/12;8;AUG;August;2012-S2;2;2012
962;19/08/2012;19;ago/12;8;AUG;August;2012-S2;2;2012
963;20/08/2012;20;ago/12;8;AUG;August;2012-S2;2;2012
964;21/08/2012;21;ago/12;8;AUG;August;2012-S2;2;2012
965;22/08/2012;22;ago/12;8;AUG;August;2012-S2;2;2012
966;23/08/2012;23;ago/12;8;AUG;August;2012-S2;2;2012
967;24/08/2012;24;ago/12;8;AUG;August;2012-S2;2;2012
968;25/08/2012;25;ago/12;8;AUG;August;2012-S2;2;2012
969;26/08/2012;26;ago/12;8;AUG;August;2012-S2;2;2012
970;27/08/2012;27;ago/12;8;AUG;August;2012-S2;2;2012
971;28/08/2012;28;ago/12;8;AUG;August;2012-S2;2;2012
972;29/08/2012;29;ago/12;8;AUG;August;2012-S2;2;2012
973;30/08/2012;30;ago/12;8;AUG;August;2012-S2;2;2012
974;31/08/2012;31;ago/12;8;AUG;August;2012-S2;2;2012
975;01/09/2012;1;set/12;9;SEP;September;2012-S2;2;2012
976;02/09/2012;2;set/12;9;SEP;September;2012-S2;2;2012
977;03/09/2012;3;set/12;9;SEP;September;2012-S2;2;2012
978;04/09/2012;4;set/12;9;SEP;September;2012-S2;2;2012
979;05/09/2012;5;set/12;9;SEP;September;2012-S2;2;2012
980;06/09/2012;6;set/12;9;SEP;September;2012-S2;2;2012
981;07/09/2012;7;set/12;9;SEP;September;2012-S2;2;2012
982;08/09/2012;8;set/12;9;SEP;September;2012-S2;2;2012
983;09/09/2012;9;set/12;9;SEP;September;2012-S2;2;2012
984;10/09/2012;10;set/12;9;SEP;September;2012-S2;2;2012
985;11/09/2012;11;set/12;9;SEP;September;2012-S2;2;2012
986;12/09/2012;12;set/12;9;SEP;September;2012-S2;2;2012
987;13/09/2012;13;set/12;9;SEP;September;2012-S2;2;2012
988;14/09/2012;14;set/12;9;SEP;September;2012-S2;2;2012
989;15/09/2012;15;set/12;9;SEP;September;2012-S2;2;2012
990;16/09/2012;16;set/12;9;SEP;September;2012-S2;2;2012
991;17/09/2012;17;set/12;9;SEP;September;2012-S2;2;2012
992;18/09/2012;18;set/12;9;SEP;September;2012-S2;2;2012
993;19/09/2012;19;set/12;9;SEP;September;2012-S2;2;2012
994;20/09/2012;20;set/12;9;SEP;September;2012-S2;2;2012
995;21/09/2012;21;set/12;9;SEP;September;2012-S2;2;2012
996;22/09/2012;22;set/12;9;SEP;September;2012-S2;2;2012
997;23/09/2012;23;set/12;9;SEP;September;2012-S2;2;2012
998;24/09/2012;24;set/12;9;SEP;September;2012-S2;2;2012
999;25/09/2012;25;set/12;9;SEP;September;2012-S2;2;2012
1000;26/09/2012;26;set/12;9;SEP;September;2012-S2;2;2012
1001;27/09/2012;27;set/12;9;SEP;September;2012-S2;2;2012
1002;28/09/2012;28;set/12;9;SEP;September;2012-S2;2;2012
1003;29/09/2012;29;set/12;9;SEP;September;2012-S2;2;2012
1004;30/09/2012;30;set/12;9;SEP;September;2012-S2;2;2012
1005;01/10/2012;1;out/12;10;OCT;October;2012-S2;2;2012
1006;02/10/2012;2;out/12;10;OCT;October;2012-S2;2;2012
1007;03/10/2012;3;out/12;10;OCT;October;2012-S2;2;2012
1008;04/10/2012;4;out/12;10;OCT;October;2012-S2;2;2012
1009;05/10/2012;5;out/12;10;OCT;October;2012-S2;2;2012
1010;06/10/2012;6;out/12;10;OCT;October;2012-S2;2;2012
1011;07/10/2012;7;out/12;10;OCT;October;2012-S2;2;2012
1012;08/10/2012;8;out/12;10;OCT;October;2012-S2;2;2012
1013;09/10/2012;9;out/12;10;OCT;October;2012-S2;2;2012
1014;10/10/2012;10;out/12;10;OCT;October;2012-S2;2;2012
1015;11/10/2012;11;out/12;10;OCT;October;2012-S2;2;2012
1016;12/10/2012;12;out/12;10;OCT;October;2012-S2;2;2012
1017;13/10/2012;13;out/12;10;OCT;October;2012-S2;2;2012
1018;14/10/2012;14;out/12;10;OCT;October;2012-S2;2;2012
1019;15/10/2012;15;out/12;10;OCT;October;2012-S2;2;2012
1020;16/10/2012;16;out/12;10;OCT;October;2012-S2;2;2012
1021;17/10/2012;17;out/12;10;OCT;October;2012-S2;2;2012
1022;18/10/2012;18;out/12;10;OCT;October;2012-S2;2;2012
1023;19/10/2012;19;out/12;10;OCT;October;2012-S2;2;2012
1024;20/10/2012;20;out/12;10;OCT;October;2012-S2;2;2012
1025;21/10/2012;21;out/12;10;OCT;October;2012-S2;2;2012
1026;22/10/2012;22;out/12;10;OCT;October;2012-S2;2;2012
1027;23/10/2012;23;out/12;10;OCT;October;2012-S2;2;2012
1028;24/10/2012;24;out/12;10;OCT;October;2012-S2;2;2012
1029;25/10/2012;25;out/12;10;OCT;October;2012-S2;2;2012
1030;26/10/2012;26;out/12;10;OCT;October;2012-S2;2;2012
1031;27/10/2012;27;out/12;10;OCT;October;2012-S2;2;2012
1032;28/10/2012;28;out/12;10;OCT;October;2012-S2;2;2012
1033;29/10/2012;29;out/12;10;OCT;October;2012-S2;2;2012
1034;30/10/2012;30;out/12;10;OCT;October;2012-S2;2;2012
1035;31/10/2012;31;out/12;10;OCT;October;2012-S2;2;2012
1036;01/11/2012;1;nov/12;11;NOV;November;2012-S2;2;2012
1037;02/11/2012;2;nov/12;11;NOV;November;2012-S2;2;2012
1038;03/11/2012;3;nov/12;11;NOV;November;2012-S2;2;2012
1039;04/11/2012;4;nov/12;11;NOV;November;2012-S2;2;2012
1040;05/11/2012;5;nov/12;11;NOV;November;2012-S2;2;2012
1041;06/11/2012;6;nov/12;11;NOV;November;2012-S2;2;2012
1042;07/11/2012;7;nov/12;11;NOV;November;2012-S2;2;2012
1043;08/11/2012;8;nov/12;11;NOV;November;2012-S2;2;2012
1044;09/11/2012;9;nov/12;11;NOV;November;2012-S2;2;2012
1045;10/11/2012;10;nov/12;11;NOV;November;2012-S2;2;2012
1046;11/11/2012;11;nov/12;11;NOV;November;2012-S2;2;2012
1047;12/11/2012;12;nov/12;11;NOV;November;2012-S2;2;2012
1048;13/11/2012;13;nov/12;11;NOV;November;2012-S2;2;2012
1049;14/11/2012;14;nov/12;11;NOV;November;2012-S2;2;2012
1050;15/11/2012;15;nov/12;11;NOV;November;2012-S2;2;2012
1051;16/11/2012;16;nov/12;11;NOV;November;2012-S2;2;2012
1052;17/11/2012;17;nov/12;11;NOV;November;2012-S2;2;2012
1053;18/11/2012;18;nov/12;11;NOV;November;2012-S2;2;2012
1054;19/11/2012;19;nov/12;11;NOV;November;2012-S2;2;2012
1055;20/11/2012;20;nov/12;11;NOV;November;2012-S2;2;2012
1056;21/11/2012;21;nov/12;11;NOV;November;2012-S2;2;2012
1057;22/11/2012;22;nov/12;11;NOV;November;2012-S2;2;2012
1058;23/11/2012;23;nov/12;11;NOV;November;2012-S2;2;2012
1059;24/11/2012;24;nov/12;11;NOV;November;2012-S2;2;2012
1060;25/11/2012;25;nov/12;11;NOV;November;2012-S2;2;2012
1061;26/11/2012;26;nov/12;11;NOV;November;2012-S2;2;2012
1062;27/11/2012;27;nov/12;11;NOV;November;2012-S2;2;2012
1063;28/11/2012;28;nov/12;11;NOV;November;2012-S2;2;2012
1064;29/11/2012;29;nov/12;11;NOV;November;2012-S2;2;2012
1065;30/11/2012;30;nov/12;11;NOV;November;2012-S2;2;2012
1066;01/12/2012;1;dez/12;12;DEC;December;2012-S2;2;2012
1067;02/12/2012;2;dez/12;12;DEC;December;2012-S2;2;2012
1068;03/12/2012;3;dez/12;12;DEC;December;2012-S2;2;2012
1069;04/12/2012;4;dez/12;12;DEC;December;2012-S2;2;2012
1070;05/12/2012;5;dez/12;12;DEC;December;2012-S2;2;2012
1071;06/12/2012;6;dez/12;12;DEC;December;2012-S2;2;2012
1072;07/12/2012;7;dez/12;12;DEC;December;2012-S2;2;2012
1073;08/12/2012;8;dez/12;12;DEC;December;2012-S2;2;2012
1074;09/12/2012;9;dez/12;12;DEC;December;2012-S2;2;2012
1075;10/12/2012;10;dez/12;12;DEC;December;2012-S2;2;2012
1076;11/12/2012;11;dez/12;12;DEC;December;2012-S2;2;2012
1077;12/12/2012;12;dez/12;12;DEC;December;2012-S2;2;2012
1078;13/12/2012;13;dez/12;12;DEC;December;2012-S2;2;2012
1079;14/12/2012;14;dez/12;12;DEC;December;2012-S2;2;2012
1080;15/12/2012;15;dez/12;12;DEC;December;2012-S2;2;2012
1081;16/12/2012;16;dez/12;12;DEC;December;2012-S2;2;2012
1082;17/12/2012;17;dez/12;12;DEC;December;2012-S2;2;2012
1083;18/12/2012;18;dez/12;12;DEC;December;2012-S2;2;2012
1084;19/12/2012;19;dez/12;12;DEC;December;2012-S2;2;2012
1085;20/12/2012;20;dez/12;12;DEC;December;2012-S2;2;2012
1086;21/12/2012;21;dez/12;12;DEC;December;2012-S2;2;2012
1087;22/12/2012;22;dez/12;12;DEC;December;2012-S2;2;2012
1088;23/12/2012;23;dez/12;12;DEC;December;2012-S2;2;2012
1089;24/12/2012;24;dez/12;12;DEC;December;2012-S2;2;2012
1090;25/12/2012;25;dez/12;12;DEC;December;2012-S2;2;2012
1091;26/12/2012;26;dez/12;12;DEC;December;2012-S2;2;2012
1092;27/12/2012;27;dez/12;12;DEC;December;2012-S2;2;2012
1093;28/12/2012;28;dez/12;12;DEC;December;2012-S2;2;2012
1094;29/12/2012;29;dez/12;12;DEC;December;2012-S2;2;2012
1095;30/12/2012;30;dez/12;12;DEC;December;2012-S2;2;2012
1096;31/12/2012;31;dez/12;12;DEC;December;2012-S2;2;2012
1097;01/01/2013;1;jan/13;1;JAN;January;2013-S1;1;2013
1098;02/01/2013;2;jan/13;1;JAN;January;2013-S1;1;2013
1099;03/01/2013;3;jan/13;1;JAN;January;2013-S1;1;2013
1100;04/01/2013;4;jan/13;1;JAN;January;2013-S1;1;2013
1101;05/01/2013;5;jan/13;1;JAN;January;2013-S1;1;2013
1102;06/01/2013;6;jan/13;1;JAN;January;2013-S1;1;2013
1103;07/01/2013;7;jan/13;1;JAN;January;2013-S1;1;2013
1104;08/01/2013;8;jan/13;1;JAN;January;2013-S1;1;2013
1105;09/01/2013;9;jan/13;1;JAN;January;2013-S1;1;2013
1106;10/01/2013;10;jan/13;1;JAN;January;2013-S1;1;2013
1107;11/01/2013;11;jan/13;1;JAN;January;2013-S1;1;2013
1108;12/01/2013;12;jan/13;1;JAN;January;2013-S1;1;2013
1109;13/01/2013;13;jan/13;1;JAN;January;2013-S1;1;2013
1110;14/01/2013;14;jan/13;1;JAN;January;2013-S1;1;2013
1111;15/01/2013;15;jan/13;1;JAN;January;2013-S1;1;2013
1112;16/01/2013;16;jan/13;1;JAN;January;2013-S1;1;2013
1113;17/01/2013;17;jan/13;1;JAN;January;2013-S1;1;2013
1114;18/01/2013;18;jan/13;1;JAN;January;2013-S1;1;2013
1115;19/01/2013;19;jan/13;1;JAN;January;2013-S1;1;2013
1116;20/01/2013;20;jan/13;1;JAN;January;2013-S1;1;2013
1117;21/01/2013;21;jan/13;1;JAN;January;2013-S1;1;2013
1118;22/01/2013;22;jan/13;1;JAN;January;2013-S1;1;2013
1119;23/01/2013;23;jan/13;1;JAN;January;2013-S1;1;2013
1120;24/01/2013;24;jan/13;1;JAN;January;2013-S1;1;2013
1121;25/01/2013;25;jan/13;1;JAN;January;2013-S1;1;2013
1122;26/01/2013;26;jan/13;1;JAN;January;2013-S1;1;2013
1123;27/01/2013;27;jan/13;1;JAN;January;2013-S1;1;2013
1124;28/01/2013;28;jan/13;1;JAN;January;2013-S1;1;2013
1125;29/01/2013;29;jan/13;1;JAN;January;2013-S1;1;2013
1126;30/01/2013;30;jan/13;1;JAN;January;2013-S1;1;2013
1127;31/01/2013;31;jan/13;1;JAN;January;2013-S1;1;2013
1128;01/02/2013;1;fev/13;2;FEB;February;2013-S1;1;2013
1129;02/02/2013;2;fev/13;2;FEB;February;2013-S1;1;2013
1130;03/02/2013;3;fev/13;2;FEB;February;2013-S1;1;2013
1131;04/02/2013;4;fev/13;2;FEB;February;2013-S1;1;2013
1132;05/02/2013;5;fev/13;2;FEB;February;2013-S1;1;2013
1133;06/02/2013;6;fev/13;2;FEB;February;2013-S1;1;2013
1134;07/02/2013;7;fev/13;2;FEB;February;2013-S1;1;2013
1135;08/02/2013;8;fev/13;2;FEB;February;2013-S1;1;2013
1136;09/02/2013;9;fev/13;2;FEB;February;2013-S1;1;2013
1137;10/02/2013;10;fev/13;2;FEB;February;2013-S1;1;2013
1138;11/02/2013;11;fev/13;2;FEB;February;2013-S1;1;2013
1139;12/02/2013;12;fev/13;2;FEB;February;2013-S1;1;2013
1140;13/02/2013;13;fev/13;2;FEB;February;2013-S1;1;2013
1141;14/02/2013;14;fev/13;2;FEB;February;2013-S1;1;2013
1142;15/02/2013;15;fev/13;2;FEB;February;2013-S1;1;2013
1143;16/02/2013;16;fev/13;2;FEB;February;2013-S1;1;2013
1144;17/02/2013;17;fev/13;2;FEB;February;2013-S1;1;2013
1145;18/02/2013;18;fev/13;2;FEB;February;2013-S1;1;2013
1146;19/02/2013;19;fev/13;2;FEB;February;2013-S1;1;2013
1147;20/02/2013;20;fev/13;2;FEB;February;2013-S1;1;2013
1148;21/02/2013;21;fev/13;2;FEB;February;2013-S1;1;2013
1149;22/02/2013;22;fev/13;2;FEB;February;2013-S1;1;2013
1150;23/02/2013;23;fev/13;2;FEB;February;2013-S1;1;2013
1151;24/02/2013;24;fev/13;2;FEB;February;2013-S1;1;2013
1152;25/02/2013;25;fev/13;2;FEB;February;2013-S1;1;2013
1153;26/02/2013;26;fev/13;2;FEB;February;2013-S1;1;2013
1154;27/02/2013;27;fev/13;2;FEB;February;2013-S1;1;2013
1155;28/02/2013;28;fev/13;2;FEB;February;2013-S1;1;2013
1156;01/03/2013;1;mar/13;3;MAR;March;2013-S1;1;2013
1157;02/03/2013;2;mar/13;3;MAR;March;2013-S1;1;2013
1158;03/03/2013;3;mar/13;3;MAR;March;2013-S1;1;2013
1159;04/03/2013;4;mar/13;3;MAR;March;2013-S1;1;2013
1160;05/03/2013;5;mar/13;3;MAR;March;2013-S1;1;2013
1161;06/03/2013;6;mar/13;3;MAR;March;2013-S1;1;2013
1162;07/03/2013;7;mar/13;3;MAR;March;2013-S1;1;2013
1163;08/03/2013;8;mar/13;3;MAR;March;2013-S1;1;2013
1164;09/03/2013;9;mar/13;3;MAR;March;2013-S1;1;2013
1165;10/03/2013;10;mar/13;3;MAR;March;2013-S1;1;2013
1166;11/03/2013;11;mar/13;3;MAR;March;2013-S1;1;2013
1167;12/03/2013;12;mar/13;3;MAR;March;2013-S1;1;2013
1168;13/03/2013;13;mar/13;3;MAR;March;2013-S1;1;2013
1169;14/03/2013;14;mar/13;3;MAR;March;2013-S1;1;2013
1170;15/03/2013;15;mar/13;3;MAR;March;2013-S1;1;2013
1171;16/03/2013;16;mar/13;3;MAR;March;2013-S1;1;2013
1172;17/03/2013;17;mar/13;3;MAR;March;2013-S1;1;2013
1173;18/03/2013;18;mar/13;3;MAR;March;2013-S1;1;2013
1174;19/03/2013;19;mar/13;3;MAR;March;2013-S1;1;2013
1175;20/03/2013;20;mar/13;3;MAR;March;2013-S1;1;2013
1176;21/03/2013;21;mar/13;3;MAR;March;2013-S1;1;2013
1177;22/03/2013;22;mar/13;3;MAR;March;2013-S1;1;2013
1178;23/03/2013;23;mar/13;3;MAR;March;2013-S1;1;2013
1179;24/03/2013;24;mar/13;3;MAR;March;2013-S1;1;2013
1180;25/03/2013;25;mar/13;3;MAR;March;2013-S1;1;2013
1181;26/03/2013;26;mar/13;3;MAR;March;2013-S1;1;2013
1182;27/03/2013;27;mar/13;3;MAR;March;2013-S1;1;2013
1183;28/03/2013;28;mar/13;3;MAR;March;2013-S1;1;2013
1184;29/03/2013;29;mar/13;3;MAR;March;2013-S1;1;2013
1185;30/03/2013;30;mar/13;3;MAR;March;2013-S1;1;2013
1186;31/03/2013;31;mar/13;3;MAR;March;2013-S1;1;2013
1187;01/04/2013;1;abr/13;4;APR;April;2013-S1;1;2013
1188;02/04/2013;2;abr/13;4;APR;April;2013-S1;1;2013
1189;03/04/2013;3;abr/13;4;APR;April;2013-S1;1;2013
1190;04/04/2013;4;abr/13;4;APR;April;2013-S1;1;2013
1191;05/04/2013;5;abr/13;4;APR;April;2013-S1;1;2013
1192;06/04/2013;6;abr/13;4;APR;April;2013-S1;1;2013
1193;07/04/2013;7;abr/13;4;APR;April;2013-S1;1;2013
1194;08/04/2013;8;abr/13;4;APR;April;2013-S1;1;2013
1195;09/04/2013;9;abr/13;4;APR;April;2013-S1;1;2013
1196;10/04/2013;10;abr/13;4;APR;April;2013-S1;1;2013
1197;11/04/2013;11;abr/13;4;APR;April;2013-S1;1;2013
1198;12/04/2013;12;abr/13;4;APR;April;2013-S1;1;2013
1199;13/04/2013;13;abr/13;4;APR;April;2013-S1;1;2013
1200;14/04/2013;14;abr/13;4;APR;April;2013-S1;1;2013
1201;15/04/2013;15;abr/13;4;APR;April;2013-S1;1;2013
1202;16/04/2013;16;abr/13;4;APR;April;2013-S1;1;2013
1203;17/04/2013;17;abr/13;4;APR;April;2013-S1;1;2013
1204;18/04/2013;18;abr/13;4;APR;April;2013-S1;1;2013
1205;19/04/2013;19;abr/13;4;APR;April;2013-S1;1;2013
1206;20/04/2013;20;abr/13;4;APR;April;2013-S1;1;2013
1207;21/04/2013;21;abr/13;4;APR;April;2013-S1;1;2013
1208;22/04/2013;22;abr/13;4;APR;April;2013-S1;1;2013
1209;23/04/2013;23;abr/13;4;APR;April;2013-S1;1;2013
1210;24/04/2013;24;abr/13;4;APR;April;2013-S1;1;2013
1211;25/04/2013;25;abr/13;4;APR;April;2013-S1;1;2013
1212;26/04/2013;26;abr/13;4;APR;April;2013-S1;1;2013
1213;27/04/2013;27;abr/13;4;APR;April;2013-S1;1;2013
1214;28/04/2013;28;abr/13;4;APR;April;2013-S1;1;2013
1215;29/04/2013;29;abr/13;4;APR;April;2013-S1;1;2013
1216;30/04/2013;30;abr/13;4;APR;April;2013-S1;1;2013
1217;01/05/2013;1;mai/13;5;MAI;May;2013-S1;1;2013
1218;02/05/2013;2;mai/13;5;MAI;May;2013-S1;1;2013
1219;03/05/2013;3;mai/13;5;MAI;May;2013-S1;1;2013
1220;04/05/2013;4;mai/13;5;MAI;May;2013-S1;1;2013
1221;05/05/2013;5;mai/13;5;MAI;May;2013-S1;1;2013
1222;06/05/2013;6;mai/13;5;MAI;May;2013-S1;1;2013
1223;07/05/2013;7;mai/13;5;MAI;May;2013-S1;1;2013
1224;08/05/2013;8;mai/13;5;MAI;May;2013-S1;1;2013
1225;09/05/2013;9;mai/13;5;MAI;May;2013-S1;1;2013
1226;10/05/2013;10;mai/13;5;MAI;May;2013-S1;1;2013
1227;11/05/2013;11;mai/13;5;MAI;May;2013-S1;1;2013
1228;12/05/2013;12;mai/13;5;MAI;May;2013-S1;1;2013
1229;13/05/2013;13;mai/13;5;MAI;May;2013-S1;1;2013
1230;14/05/2013;14;mai/13;5;MAI;May;2013-S1;1;2013
1231;15/05/2013;15;mai/13;5;MAI;May;2013-S1;1;2013
1232;16/05/2013;16;mai/13;5;MAI;May;2013-S1;1;2013
1233;17/05/2013;17;mai/13;5;MAI;May;2013-S1;1;2013
1234;18/05/2013;18;mai/13;5;MAI;May;2013-S1;1;2013
1235;19/05/2013;19;mai/13;5;MAI;May;2013-S1;1;2013
1236;20/05/2013;20;mai/13;5;MAI;May;2013-S1;1;2013
1237;21/05/2013;21;mai/13;5;MAI;May;2013-S1;1;2013
1238;22/05/2013;22;mai/13;5;MAI;May;2013-S1;1;2013
1239;23/05/2013;23;mai/13;5;MAI;May;2013-S1;1;2013
1240;24/05/2013;24;mai/13;5;MAI;May;2013-S1;1;2013
1241;25/05/2013;25;mai/13;5;MAI;May;2013-S1;1;2013
1242;26/05/2013;26;mai/13;5;MAI;May;2013-S1;1;2013
1243;27/05/2013;27;mai/13;5;MAI;May;2013-S1;1;2013
1244;28/05/2013;28;mai/13;5;MAI;May;2013-S1;1;2013
1245;29/05/2013;29;mai/13;5;MAI;May;2013-S1;1;2013
1246;30/05/2013;30;mai/13;5;MAI;May;2013-S1;1;2013
1247;31/05/2013;31;mai/13;5;MAI;May;2013-S1;1;2013
1248;01/06/2013;1;jun/13;6;JUN;June;2013-S1;1;2013
1249;02/06/2013;2;jun/13;6;JUN;June;2013-S1;1;2013
1250;03/06/2013;3;jun/13;6;JUN;June;2013-S1;1;2013
1251;04/06/2013;4;jun/13;6;JUN;June;2013-S1;1;2013
1252;05/06/2013;5;jun/13;6;JUN;June;2013-S1;1;2013
1253;06/06/2013;6;jun/13;6;JUN;June;2013-S1;1;2013
1254;07/06/2013;7;jun/13;6;JUN;June;2013-S1;1;2013
1255;08/06/2013;8;jun/13;6;JUN;June;2013-S1;1;2013
1256;09/06/2013;9;jun/13;6;JUN;June;2013-S1;1;2013
1257;10/06/2013;10;jun/13;6;JUN;June;2013-S1;1;2013
1258;11/06/2013;11;jun/13;6;JUN;June;2013-S1;1;2013
1259;12/06/2013;12;jun/13;6;JUN;June;2013-S1;1;2013
1260;13/06/2013;13;jun/13;6;JUN;June;2013-S1;1;2013
1261;14/06/2013;14;jun/13;6;JUN;June;2013-S1;1;2013
1262;15/06/2013;15;jun/13;6;JUN;June;2013-S1;1;2013
1263;16/06/2013;16;jun/13;6;JUN;June;2013-S1;1;2013
1264;17/06/2013;17;jun/13;6;JUN;June;2013-S1;1;2013
1265;18/06/2013;18;jun/13;6;JUN;June;2013-S1;1;2013
1266;19/06/2013;19;jun/13;6;JUN;June;2013-S1;1;2013
1267;20/06/2013;20;jun/13;6;JUN;June;2013-S1;1;2013
1268;21/06/2013;21;jun/13;6;JUN;June;2013-S1;1;2013
1269;22/06/2013;22;jun/13;6;JUN;June;2013-S1;1;2013
1270;23/06/2013;23;jun/13;6;JUN;June;2013-S1;1;2013
1271;24/06/2013;24;jun/13;6;JUN;June;2013-S1;1;2013
1272;25/06/2013;25;jun/13;6;JUN;June;2013-S1;1;2013
1273;26/06/2013;26;jun/13;6;JUN;June;2013-S1;1;2013
1274;27/06/2013;27;jun/13;6;JUN;June;2013-S1;1;2013
1275;28/06/2013;28;jun/13;6;JUN;June;2013-S1;1;2013
1276;29/06/2013;29;jun/13;6;JUN;June;2013-S1;1;2013
1277;30/06/2013;30;jun/13;6;JUN;June;2013-S1;1;2013
1278;01/07/2013;1;jul/13;7;JUL;July;2013-S2;2;2013
1279;02/07/2013;2;jul/13;7;JUL;July;2013-S2;2;2013
1280;03/07/2013;3;jul/13;7;JUL;July;2013-S2;2;2013
1281;04/07/2013;4;jul/13;7;JUL;July;2013-S2;2;2013
1282;05/07/2013;5;jul/13;7;JUL;July;2013-S2;2;2013
1283;06/07/2013;6;jul/13;7;JUL;July;2013-S2;2;2013
1284;07/07/2013;7;jul/13;7;JUL;July;2013-S2;2;2013
1285;08/07/2013;8;jul/13;7;JUL;July;2013-S2;2;2013
1286;09/07/2013;9;jul/13;7;JUL;July;2013-S2;2;2013
1287;10/07/2013;10;jul/13;7;JUL;July;2013-S2;2;2013
1288;11/07/2013;11;jul/13;7;JUL;July;2013-S2;2;2013
1289;12/07/2013;12;jul/13;7;JUL;July;2013-S2;2;2013
1290;13/07/2013;13;jul/13;7;JUL;July;2013-S2;2;2013
1291;14/07/2013;14;jul/13;7;JUL;July;2013-S2;2;2013
1292;15/07/2013;15;jul/13;7;JUL;July;2013-S2;2;2013
1293;16/07/2013;16;jul/13;7;JUL;July;2013-S2;2;2013
1294;17/07/2013;17;jul/13;7;JUL;July;2013-S2;2;2013
1295;18/07/2013;18;jul/13;7;JUL;July;2013-S2;2;2013
1296;19/07/2013;19;jul/13;7;JUL;July;2013-S2;2;2013
1297;20/07/2013;20;jul/13;7;JUL;July;2013-S2;2;2013
1298;21/07/2013;21;jul/13;7;JUL;July;2013-S2;2;2013
1299;22/07/2013;22;jul/13;7;JUL;July;2013-S2;2;2013
1300;23/07/2013;23;jul/13;7;JUL;July;2013-S2;2;2013
1301;24/07/2013;24;jul/13;7;JUL;July;2013-S2;2;2013
1302;25/07/2013;25;jul/13;7;JUL;July;2013-S2;2;2013
1303;26/07/2013;26;jul/13;7;JUL;July;2013-S2;2;2013
1304;27/07/2013;27;jul/13;7;JUL;July;2013-S2;2;2013
1305;28/07/2013;28;jul/13;7;JUL;July;2013-S2;2;2013
1306;29/07/2013;29;jul/13;7;JUL;July;2013-S2;2;2013
1307;30/07/2013;30;jul/13;7;JUL;July;2013-S2;2;2013
1308;31/07/2013;31;jul/13;7;JUL;July;2013-S2;2;2013
1309;01/08/2013;1;ago/13;8;AUG;August;2013-S2;2;2013
1310;02/08/2013;2;ago/13;8;AUG;August;2013-S2;2;2013
1311;03/08/2013;3;ago/13;8;AUG;August;2013-S2;2;2013
1312;04/08/2013;4;ago/13;8;AUG;August;2013-S2;2;2013
1313;05/08/2013;5;ago/13;8;AUG;August;2013-S2;2;2013
1314;06/08/2013;6;ago/13;8;AUG;August;2013-S2;2;2013
1315;07/08/2013;7;ago/13;8;AUG;August;2013-S2;2;2013
1316;08/08/2013;8;ago/13;8;AUG;August;2013-S2;2;2013
1317;09/08/2013;9;ago/13;8;AUG;August;2013-S2;2;2013
1318;10/08/2013;10;ago/13;8;AUG;August;2013-S2;2;2013
1319;11/08/2013;11;ago/13;8;AUG;August;2013-S2;2;2013
1320;12/08/2013;12;ago/13;8;AUG;August;2013-S2;2;2013
1321;13/08/2013;13;ago/13;8;AUG;August;2013-S2;2;2013
1322;14/08/2013;14;ago/13;8;AUG;August;2013-S2;2;2013
1323;15/08/2013;15;ago/13;8;AUG;August;2013-S2;2;2013
1324;16/08/2013;16;ago/13;8;AUG;August;2013-S2;2;2013
1325;17/08/2013;17;ago/13;8;AUG;August;2013-S2;2;2013
1326;18/08/2013;18;ago/13;8;AUG;August;2013-S2;2;2013
1327;19/08/2013;19;ago/13;8;AUG;August;2013-S2;2;2013
1328;20/08/2013;20;ago/13;8;AUG;August;2013-S2;2;2013
1329;21/08/2013;21;ago/13;8;AUG;August;2013-S2;2;2013
1330;22/08/2013;22;ago/13;8;AUG;August;2013-S2;2;2013
1331;23/08/2013;23;ago/13;8;AUG;August;2013-S2;2;2013
1332;24/08/2013;24;ago/13;8;AUG;August;2013-S2;2;2013
1333;25/08/2013;25;ago/13;8;AUG;August;2013-S2;2;2013
1334;26/08/2013;26;ago/13;8;AUG;August;2013-S2;2;2013
1335;27/08/2013;27;ago/13;8;AUG;August;2013-S2;2;2013
1336;28/08/2013;28;ago/13;8;AUG;August;2013-S2;2;2013
1337;29/08/2013;29;ago/13;8;AUG;August;2013-S2;2;2013
1338;30/08/2013;30;ago/13;8;AUG;August;2013-S2;2;2013
1339;31/08/2013;31;ago/13;8;AUG;August;2013-S2;2;2013
1340;01/09/2013;1;set/13;9;SEP;September;2013-S2;2;2013
1341;02/09/2013;2;set/13;9;SEP;September;2013-S2;2;2013
